Strike,Tenor,Alpha,Beta,Nu,Rho,Strike_0,Nu_0,FDM_vol,Hagan_vol
1.25,0.5,0.05,0.2,0.1,0.4,1.045185282809479,0.1414213562373095,0.050499544881915784,0.05050227709972618
1.5,7,0.09,0.25,1.5,-0.4,1.429288012598052,0.5669467095138409,0.10171536967946321,0.11342046131114533
0.25,1,0.05,0.2,5,-0.05,1.0125784515406344,5.0,0.050325860854419195,0.1794467276267544
-1.5,0.5,0.03,0.15,1.5,0.1,0.968681117698929,2.1213203435596424,0.04494471227280151,0.049957084568382916
-2,9,0.06,0.15,2,0.25,0.697676326071031,0.6666666666666666,0.110418636755339,0.14463609451079038
1.75,4,0.08,0.1,3,-0.35,1.3231298123374369,1.5,0.11908813297699097,0.23613992460242314
0.5,12,0.08,0.25,3.5,-0.25,1.1486232653094688,1.0103629710818451,0.07376494552946336,0.1751017829173317
2,14,0.04,0.001,1.5,-0.15,1.3489582001508984,0.4008918628686366,0.058844353431230866,0.06789532189309018
1.5,4,0.001,0.25,0.1,0,1.003004504503377,0.05,0.0010176638670264357,0.0010034415280002948
-0.5,8,0.02,0.15,4,0,0.9721119840328972,1.414213562373095,0.025691101046822238,0.06513730595768849
1.25,2,0.05,0.35,3,0.15,1.0924122754015306,2.1213203435596424,0.08836329139547791,0.16549792807918998
2,0.5,0.03,0.25,2,-0.05,1.0433392709469165,2.82842712474619,0.05657771412136692,0.07435992650829511
1.75,9,0.001,0.45,5,-0.05,1.0052638053988745,1.6666666666666667,0.002151007977284645,0.009239555005370333
0.5,8,0.09,0.05,0.1,-0.2,1.1357340938828906,0.035355339059327376,0.0844979400370025,0.08449950027306184
-0.75,2,0.07,0.001,3,-0.05,0.9284430718492661,2.1213203435596424,0.10174798554636984,0.1849107165767674
0.75,18,0.02,0.001,0.5,0.25,1.065708259273095,0.11785113019775793,0.02100802849153265,0.021081888660414296
1.5,6,0.02,0.25,4,0.25,1.0762520615843478,1.6329931618554523,0.03896464284920404,0.11364655726585021
-1.5,24,0.04,0.05,1.5,0.2,0.745322126765414,0.3061862178478973,0.06140111235064487,0.06824605200619799
-0.5,30,0.06,0.2,3.5,-0.4,0.8484732107801853,0.6390096504226938,0.06461942707099574,0.1649520000984243
2,30,0.09,0.001,4,0.15,2.680224617496261,0.7302967433402214,0.1243482611405666,0.5052434893166243
-1,3,0.001,0.15,3,0.2,0.9982694483267806,1.7320508075688774,0.001587265190894543,0.002590639758129389
1.5,14,0.08,0.35,0.5,0.3,1.566742912493741,0.1336306209562122,0.08418982447933515,0.08469486993631388
2,4,0.09,0.001,2,0,1.4333294145603401,1.0,0.1499836073664179,0.2104674846129515
0.5,12,0.05,0.4,0.1,-0.05,1.0904631784921235,0.02886751345948129,0.04872752392357105,0.04872816328672518
-2,6,0.07,0.35,1.5,-0.35,0.7096889070935598,0.6123724356957946,0.13362783418567528,0.1572460945305139
-1.75,6,0.09,0.001,1.5,-0.1,0.6799101414377717,0.6123724356957946,0.1616353992077856,0.1909352234496115
2,12,0.03,0.15,3.5,0.35,1.2310236966160988,1.0103629710818451,0.06350010301978842,0.1557115158002327
2,9,0.02,0.35,3,-0.2,1.1274968515793757,1.0,0.03940156163082381,0.07504333016382408
0.5,6,0.09,0.3,4,0.3,1.1165315372463829,1.6329931618554523,0.1014931410848784,0.29289586077260965
0.25,5,0.07,0.5,0.1,-0.15,1.0399068996784813,0.044721359549995794,0.06925047488024579,0.06924625901526761
-1.25,2,0.06,0.2,4,0,0.8993652725587741,2.82842712474619,0.09956162185806292,0.30818695611160485
-1,0.5,0.08,0.3,0.1,-0.35,0.9450017095003759,0.1414213562373095,0.0831453943415514,0.08314571528258474
1,5,0.08,0.45,3,0.4,1.1958837337268053,1.3416407864998738,0.12765793027808647,0.2330472165595556
-1.75,30,0.04,0.15,3.5,0,0.6815362823846874,0.6390096504226938,0.07209053259965921,0.2098105435258581
0.5,27,0.01,0.25,4,-0.15,1.0263212040327203,0.769800358919501,0.012232005657792757,0.029599177833000888
0.25,6,0.07,0.35,5,0.35,1.04379809013117,2.041241452319315,0.06477716691438767,0.2514562732619948
2,2,0.02,0.25,0.5,-0.3,1.0581991439239848,0.35355339059327373,0.020211081991299916,0.02019895473881152
0.75,12,0.09,0.35,2,-0.3,1.2634257225038448,0.5773502691896258,0.09338474624703863,0.11962699897326147
0.75,14,0.05,0.1,0.5,0.25,1.1506329151752386,0.1336306209562122,0.05107164061467018,0.051246771652250424
0,3,0.001,0.3,0.1,0.2,1.0,0.05773502691896258,0.0009818578968305597,0.0010007859926595445
-1.5,0.5,0.02,0.3,4,0.4,0.9790102139759748,5.65685424949238,0.036605455540093174,0.08265321168513538
1.75,1.5,0.04,0.25,0.1,0.05,1.0895144529614782,0.08164965809277261,0.03913481401977422,0.03914368552791681
-2,1,0.05,0.15,4,0.2,0.9048374180359595,4.0,0.10542021074986878,0.30764137318272655
0,14,0.09,0.25,0.1,-0.1,1.0,0.02672612419124244,0.09029149133147536,0.09029413598447947
-1.25,1.5,0.08,0.25,4,0.35,0.8847284766100544,3.2659863237109046,0.12353365641666676,0.3198390223438757
0,3,0.05,0.45,4,0.25,1.0,2.3094010767585034,0.05303789299803945,0.11090853251879543
-0.75,10,0.09,0.25,0.5,-0.2,0.8077895259646449,0.15811388300841897,0.10410128897073118,0.10443718417439202
0,3,0.03,0.001,5,0.1,1.0,2.886751345948129,0.0283495622708537,0.09156606310909086
-1,24,0.02,0.1,0.1,0.25,0.9066674089086186,0.020412414523193152,0.020694984730501034,0.02069883303681957
-0.25,14,0.001,0.05,4,0.3,0.9990650230169238,1.0690449676496976,0.0011945753162759898,0.00217672355413024
1.75,14,0.04,0.1,5,0.35,1.2994174089709003,1.3363062095621219,0.06938995734813191,0.3478980491929826
-1.75,1,0.03,0.15,4.5,-0.25,0.9488543210558013,4.5,0.0630632390733668,0.2344694350496829
-1.75,4,0.05,0.3,1,0.1,0.8394570207692074,0.5,0.06917351786112398,0.07150390914418059
-1.75,3,0.03,0.1,0.1,-0.35,0.9130791888277028,0.05773502691896258,0.03230136254188744,0.03229702233883335
-1.25,0.5,0.07,0.5,1,-0.1,0.9400033467483665,1.414213562373095,0.09122636552358084,0.09455158383763626
-1.75,14,0.06,0.45,0.1,0.3,0.6751137892764147,0.02672612419124244,0.0655512898420552,0.0655483802385213
-0.75,1,0.05,0.4,1.5,-0.1,0.9631944177208218,1.5,0.06604630151058413,0.07180693685344773
-1,16,0.08,0.5,5,0,0.7261490370736909,1.25,0.09312965609682419,0.5516801036921732
-0.75,3,0.04,0.05,3,-0.05,0.9493653937075048,1.7320508075688774,0.05986546808473591,0.10487388786315893
-0.75,27,0.09,0.2,3.5,-0.3,0.7041666102532156,0.6735753140545634,0.10406100306125123,0.3106870473371167
-1,7,0.01,0.05,1,0,0.9738894204885976,0.3779644730092272,0.012114209737025145,0.012416195138574395
1,6,0.01,0.001,2,0.25,1.0247973619913604,0.8164965809277261,0.015659688158486684,0.019516795129306864
-0.75,24,0.001,0.45,2,0.4,0.9963325071263855,0.4082482904638631,0.0012328557014657123,0.001307204025437762
0.25,16,0.01,0.05,0.5,-0.3,1.010050167084168,0.125,0.009968505635592623,0.009965003612855836
-0.5,24,0.09,0.25,4.5,-0.35,0.8021544754757074,0.9185586535436918,0.08210265114677423,0.3598407030073158
1.25,4,0.05,0.05,3,-0.3,1.1331484530668263,1.5,0.07233449898948258,0.13036183279249014
-1.75,4,0.09,0.2,1.5,-0.35,0.7297888742690568,0.75,0.1650306421278057,0.1929997112570091
-1,10,0.06,0.05,4.5,0.4,0.8271769343606887,1.4230249470757705,0.07347297751254957,0.24388061094218982
1,24,0.07,0.45,3,-0.4,1.4090681001276633,0.6123724356957946,0.06972455221625644,0.13991291438217657
-0.75,24,0.05,0.05,2,-0.1,0.8321756599411311,0.4082482904638631,0.0692135478589365,0.09188992819436702
1.25,9,0.05,0.25,4.5,0.3,1.2062302494209807,1.5,0.07714307454661924,0.3043484539484028
0.25,24,0.06,0.001,5,0.1,1.0762520615843478,1.0206207261596576,0.04603419043090156,0.22033062781225476
1.75,3,0.01,0.5,3.5,-0.25,1.0307749408725462,2.0207259421636903,0.01978823108936864,0.04258709588322302
-1.75,24,0.07,0.05,1.5,0.05,0.5487430460705305,0.3061862178478973,0.12200772436903029,0.14836193601434988
2,10,0.01,0.25,2,0.15,1.0652883920946086,0.6324555320336759,0.019714195082698015,0.02628495613649619
-1.5,8,0.07,0.35,2,-0.1,0.7430552709770313,0.7071067811865475,0.12107338717024725,0.16683591718983268
1,4,0.02,0.25,3.5,0,1.0408107741923882,1.75,0.03278369445199879,0.07143674694910927
-0.5,9,0.05,0.05,1.5,0,0.9277434863285529,0.5,0.062015712404753585,0.06630183360910953
1.25,14,0.001,0.3,5,0.15,1.0046880263052482,1.3363062095621219,0.0018679728474733713,0.007791191793129777
-1.25,30,0.08,0.35,1,0.3,0.5782652777781268,0.18257418583505536,0.10321103561390825,0.10551319950791857
-1.75,2,0.01,0.001,2.5,0.05,0.9755550017793236,1.7677669529663687,0.01964964487233291,0.03007122562618886
2,21,0.08,0.05,5,0.4,2.0817567137776964,1.091089451179962,0.12582173619214024,0.6693911745450136
1,4,0.04,0.2,1,-0.35,1.0832870676749586,0.5,0.0410158964608127,0.040970191946398636
-1.5,30,0.05,0.25,4,0.05,0.6631249015160078,0.7302967433402214,0.0779145568955571,0.2929025177061732
-1.5,9,0.07,0.4,2.5,-0.2,0.7297888742690568,0.8333333333333334,0.12334180076996473,0.21380484039939768
-0.5,12,0.01,0.05,0.5,0,0.9828286296359545,0.14433756729740646,0.010403147780582296,0.01039670037795359
-1.25,4,0.001,0.15,1,-0.2,0.9975031223974601,0.5,0.0013400915222443657,0.001375306989694895
0,8,0.06,0.4,5,0.3,1.0,1.7677669529663687,0.04907171574056085,0.1696782706473629
1,10,0.001,0.3,1.5,0.25,1.0031672829348004,0.4743416490252569,0.001428027563616747,0.0015962780680744992
0.25,21,0.07,0.15,2,-0.35,1.083498410146349,0.4364357804719848,0.06726947258766952,0.08161927122495519
2,27,0.04,0.25,4.5,0.35,1.5154193416303647,0.8660254037844386,0.07382827679143357,0.3088957662260979
0.75,27,0.08,0.5,0.1,-0.3,1.365839346283942,0.019245008972987525,0.0731334986114475,0.07315952310033896
1.5,8,0.09,0.2,3,0.15,1.4649742446059466,1.0606601717798212,0.14108754431838758,0.31080461119473013
-1.25,0.5,0.02,0.35,5,-0.25,0.9824776638130482,7.071067811865475,0.0365963438905603,0.1540694105228234
-0.25,27,0.04,0.45,5,0.2,0.9493653937075048,0.9622504486493763,0.0332990224744804,0.13297326589175282
0,24,0.02,0.25,4,0.3,1.0,0.8164965809277261,0.02059054568273299,0.043218136051233674
0.5,2,0.001,0.001,1.5,0.35,1.0007073568401226,1.0606601717798212,0.0012520033487246917,0.001363717821001087
2,18,0.08,0.15,5,0.05,1.9715548786561672,1.1785113019775793,0.11602329110037779,0.7498784479352137
-1.5,4,0.07,0.5,3.5,-0.15,0.8105842459701871,1.75,0.12357231655570661,0.3303947880463445
-0.25,5,0.09,0.35,2.5,-0.4,0.9509331346335761,1.118033988749895,0.10146351480481916,0.14587311848917123
-0.75,1,0.09,0.2,5,-0.2,0.9347277206160275,5.0,0.11246326825304379,0.5317188435334633
-1.5,21,0.06,0.3,1.5,-0.15,0.6620383378604779,0.3273268353539886,0.09894934302054904,0.11776500333003334
0,24,0.06,0.45,1.5,0.05,1.0,0.3061862178478973,0.06650254521251778,0.07142195900187408
1.25,12,0.07,0.15,3.5,0.05,1.354061902008844,1.0103629710818451,0.09727692175484459,0.271881749545871
-1.5,21,0.07,0.05,0.1,-0.4,0.6180595617264648,0.021821789023599242,0.090077259805001,0.09002809010980957
-1.25,14,0.001,0.25,0.1,0.1,0.995333848734628,0.02672612419124244,0.0010165688937301546,0.0009989165009219587
-2,9,0.03,0.35,0.1,-0.2,0.835270211411272,0.03333333333333333,0.03258888261017436,0.03258173481016846
1.5,18,0.001,0.05,3.5,-0.3,1.0063842540558467,0.8249579113843055,0.00185158160045893,0.0037142579944266555
1,12,0.04,0.05,4.5,0.2,1.1486232653094688,1.299038105676658,0.05465318883106901,0.21847956763942183
-2,1,0.07,0.001,4,0.25,0.8693582353988059,4.0,0.1417551881513683,0.4173971518454204
-0.5,10,0.03,0.1,3,0.35,0.9536732562377208,0.9486832980505138,0.03660202438862526,0.05275765974218668
2,5,0.03,0.3,3.5,-0.35,1.1435804413868396,1.5652475842498528,0.0549768831718559,0.12486256752876267
1.5,12,0.09,0.3,4,-0.25,1.5962445562843621,1.1547005383792517,0.109938455560434,0.4052270036121318
-1,4,0.04,0.5,2.5,0.25,0.9231163463866358,1.25,0.060192187142413756,0.08146373710150373
2,4,0.07,0.25,2.5,0.1,1.3231298123374369,1.25,0.1339841572396799,0.22645607201281004
-0.25,14,0.001,0.3,3,-0.05,0.9990650230169238,0.8017837257372732,0.0012974966310826989,0.001917925941601873
-1.75,18,0.02,0.3,2,-0.15,0.8620065376649015,0.47140452079103173,0.03837825827490059,0.05081116290319778
-0.25,1,0.05,0.15,0.5,-0.4,0.9875778004938814,0.5,0.05234310020080713,0.05240963181929155
-0.75,5,0.02,0.35,0.1,-0.25,0.9670152437789066,0.044721359549995794,0.020420869135419007,0.020436837948502647
-0.75,30,0.09,0.5,5,-0.25,0.6909327889377497,0.9128709291752769,0.0872711275186655,0.5293451587488722
0,18,0.02,0.1,1,-0.35,1.0,0.23570226039551587,0.021264317820039035,0.021350427424261752
1.25,2,0.02,0.45,5,0,1.0359877703222138,3.5355339059327373,0.03403976772743803,0.15163725288685115
1.5,8,0.02,0.1,4.5,-0.35,1.0885568343000434,1.590990257669732,0.031237617696024646,0.1059700936099385
-0.5,30,0.06,0.05,3,-0.1,0.8484732107801853,0.5477225575051661,0.0684292714397577,0.14349469872997117
-0.25,12,0.06,0.2,2,0,0.9493653937075048,0.5773502691896258,0.07066935173685977,0.08481711123759633
0.75,6,0.07,0.3,5,-0.3,1.1372331051714977,2.041241452319315,0.06700144213801888,0.3103764835678099
-1,27,0.03,0.3,2,0.35,0.8556579509741647,0.3849001794597505,0.040737645454279915,0.04686373949610097
0.5,3,0.01,0.1,1,0,1.0086978625258014,0.5773502691896258,0.011093838812908187,0.011215695932756153
-1.75,12,0.02,0.25,3.5,0.3,0.885818186513911,1.0103629710818451,0.038275342152900294,0.08341890704907882
1,7,0.08,0.1,0.5,-0.35,1.2357277958483375,0.1889822365046136,0.07054595290025412,0.07038542042063031
-2,1.5,0.03,0.35,2,0.25,0.9291503688530943,1.6329931618554523,0.05443087185992588,0.06818793120294864
-2,6,0.06,0.5,5,-0.15,0.745322126765414,2.041241452319315,0.11058774068351808,0.6416655795960746
1.75,16,0.05,0.15,1.5,-0.25,1.4190675485932573,0.375,0.06555802271842721,0.07497900639367983
-0.75,7,0.01,0.45,3,-0.1,0.9803524443957005,1.1338934190276817,0.015567023843869585,0.026251261526553247
0.5,24,0.09,0.25,1.5,0.35,1.246642673665771,0.3061862178478973,0.10408900346337664,0.11638246843996829
-1,27,0.09,0.15,1,0.05,0.6264704215046705,0.19245008972987526,0.12185055348032975,0.12874465776208985
1.75,0.5,0.08,0.45,1.5,-0.05,1.1040607233383017,2.1213203435596424,0.12514234801897964,0.1421963222091332
0,8,0.04,0.3,4,-0.05,1.0,1.414213562373095,0.03930760356321106,0.09307590441567275
-0.25,4,0.08,0.3,2,0.25,0.9607894391523232,1.0,0.0934862692719653,0.10388924393191201
1.75,27,0.02,0.35,4,0.1,1.1994526584650513,0.769800358919501,0.037370980047684126,0.12370647497362669
0.75,10,0.07,0.35,4,-0.4,1.1805962142166484,1.2649110640673518,0.06560612083175706,0.18532881999111384
-1.75,12,0.02,0.35,4.5,-0.2,0.885818186513911,1.299038105676658,0.038837706183023214,0.15841229206238394
-0.25,6,0.02,0.3,2,-0.4,0.9878272460350745,0.8164965809277261,0.02494308838148755,0.028209821514443453
1.25,9,0.07,0.2,4,-0.15,1.300176468168491,1.3333333333333333,0.0903769304414307,0.31274077798560185
2,2,0.05,0.3,0.1,0.05,1.151909910168909,0.07071067811865475,0.04817691197804094,0.04820163832337053
0.75,2,0.07,0.25,5,0,1.0770719609207782,3.5355339059327373,0.08314381828315176,0.3930393344554341
-1.25,3,0.09,0.2,4,0.1,0.8229533886192765,2.3094010767585034,0.13770509016422222,0.4490491322112168
-1,30,0.07,0.05,2,-0.15,0.6815362823846874,0.3651483716701107,0.10311159340701086,0.1519001235403473
-0.75,30,0.09,0.35,2.5,0.05,0.6909327889377497,0.45643546458763845,0.10984917015500455,0.1971479077694894
-0.75,18,0.08,0.2,5,0.15,0.7752587446944393,1.1785113019775793,0.08104411097794983,0.44216361794654424
0.75,2,0.05,0.45,3.5,0,1.0544644509285739,2.4748737341529163,0.07140283096249873,0.15544141431127775
-1.5,4,0.09,0.2,2,0.35,0.7633794943368531,1.0,0.14064051071614184,0.17136770862469675
-1.25,24,0.05,0.25,4.5,-0.15,0.7362495038916835,0.9185586535436918,0.07105471985267209,0.3336492217689791
0,16,0.03,0.5,3,0.15,1.0,0.75,0.03452087625010897,0.051947625
0.25,27,0.06,0.4,1,0.4,1.0810602649256935,0.19245008972987526,0.06601700727261292,0.06679935615031657
-1,9,0.01,0.4,2.5,-0.25,0.9704455335485082,0.8333333333333334,0.016725661875223192,0.024444153480993006
0,10,0.04,0.2,0.1,0.15,1.0,0.03162277660168379,0.04005955874409362,0.0400530697331922
2,8,0.001,0.4,2,-0.35,1.0056728844620968,0.7071067811865475,0.001703178659809342,0.002088024834863865
-2,24,0.05,0.25,3.5,-0.35,0.6126889167823921,0.7144345083117604,0.09774516372533926,0.2842832189727225
-1.25,10,0.08,0.001,1.5,0.4,0.7288934141100245,0.4743416490252569,0.10724390476947127,0.11350479238744506
-1.75,10,0.02,0.4,1.5,0.05,0.8952254275131768,0.4743416490252569,0.0325599097503407,0.03678171579402398
1.25,10,0.04,0.35,4,-0.1,1.1712995782321958,1.2649110640673518,0.058472130623556155,0.18849132623147263
0.75,5,0.06,0.3,0.1,-0.15,1.1058597193084843,0.044721359549995794,0.05768932057148019,0.057689062871537425
-0.5,30,0.001,0.45,1.5,0.35,0.9972651337915507,0.27386127875258304,0.0010891821361846872,0.0011091767114986381
1.5,6,0.06,0.5,2.5,0.3,1.246642673665771,1.0206207261596576,0.1102605684322492,0.1738999537791296
-0.75,8,0.08,0.05,4.5,-0.05,0.8439132048880045,1.590990257669732,0.09236232769113768,0.39753553530489993
1,14,0.001,0.25,5,0,1.0037486661254806,1.3363062095621219,0.0016574780912838281,0.006662878504336349
1.25,21,0.001,0.5,4.5,0.05,1.005744657239808,0.9819805060619657,0.0018684751231191324,0.006311963064897958
0.75,30,0.04,0.2,1,0,1.1785875939211838,0.18257418583505536,0.04335046523621834,0.04432748794639017
-1.75,30,0.08,0.05,0.5,0,0.46449170420674046,0.09128709291752768,0.12231723519125884,0.12322753699661168
0.5,2,0.06,0.2,3.5,0.05,1.0433392709469165,2.4748737341529163,0.07651458081742564,0.16100251463099188
0.5,27,0.001,0.25,5,-0.4,1.0026014541360886,0.9622504486493763,0.0011958572632231608,0.0032421166899205657
-1.25,18,0.09,0.2,2,-0.3,0.6204581778706664,0.47140452079103173,0.14422533244556587,0.21523445098037236
1.25,10,0.02,0.001,2,0.1,1.0822659461667432,0.6324555320336759,0.03205270435646457,0.040899404118070005
-1.5,18,0.01,0.5,4.5,-0.3,0.9383431077864463,1.0606601717798214,0.018840386826387858,0.06974862389660129
-1.25,12,0.09,0.25,1.5,-0.1,0.67725227983995,0.43301270189221935,0.13829461759893602,0.1639150269728163
0.5,16,0.03,0.25,2,-0.35,1.0618365465453596,0.5,0.03311211656072262,0.03680267860110623
0,3,0.09,0.5,4.5,-0.35,1.0,2.598076211353316,0.07130211863353791,0.211228670227805
-1.25,5,0.08,0.35,0.1,0.35,0.7996294886770354,0.044721359549995794,0.08455299518374085,0.08453431816126453
1.5,30,0.02,0.35,4,-0.4,1.1785875939211838,0.7302967433402214,0.028304161595553955,0.08019483138946437
-1.75,12,0.09,0.3,3,0.1,0.5794962980604332,0.8660254037844387,0.15652552695869235,0.3643419127697632
1,2,0.07,0.001,3.5,0.4,1.1040607233383017,2.4748737341529163,0.11141707366418428,0.2451345246805528
1.25,21,0.03,0.15,5,-0.15,1.1874956438235844,1.091089451179962,0.03913754509841397,0.20546314182870645
2,3,0.001,0.15,4.5,0.1,1.0034701085493452,2.598076211353316,0.002337120197404055,0.008525048785817219
1.75,1,0.07,0.5,4,-0.35,1.130319120074011,4.0,0.11763672807532952,0.33296261106341296
-2,18,0.06,0.5,4,0.3,0.6010261212251979,0.9428090415820635,0.1058431461095376,0.35499157038567025
-1.5,7,0.04,0.4,0.5,0.4,0.8532138336589609,0.1889822365046136,0.040297265433730634,0.040123760342917945
-1.25,18,0.001,0.001,0.5,0.4,0.9947107368148022,0.11785113019775793,0.0009346652395727295,0.0009547442475498196
0.75,10,0.09,0.25,4.5,-0.35,1.2379462321027517,1.4230249470757705,0.0783385184493465,0.30523424318723785
-1.25,24,0.04,0.45,3.5,-0.3,0.7827444773247475,0.7144345083117604,0.06291794665315285,0.16914413089914695
-0.5,0.5,0.04,0.05,1.5,0.1,0.985957394633712,2.1213203435596424,0.04784677426522603,0.05005521382491537
-1.75,14,0.08,0.2,3,-0.3,0.5922466844723043,0.8017837257372732,0.1469621244455563,0.34826486102969173
-1.75,4,0.07,0.15,0.1,-0.4,0.7827045382418681,0.05,0.08034457875305177,0.08030140381241088
-2,9,0.01,0.25,0.1,0.35,0.9417645335842487,0.03333333333333333,0.009938963281965632,0.009942055422737192
-0.5,14,0.05,0.5,1.5,-0.15,0.9107002820793652,0.4008918628686366,0.06181322989361989,0.06760634063431285
-0.5,21,0.001,0.3,4,-0.4,0.9977113351487932,0.8728715609439696,0.0014343789852668577,0.0031794220686382504
0.25,14,0.09,0.35,0.5,-0.3,1.0878326162092387,0.1336306209562122,0.08734159827458825,0.08743470493136103
1.75,0.5,0.01,0.3,0.1,-0.05,1.0124512479543573,0.1414213562373095,0.009985384073650792,0.009972444229138478
1,18,0.001,0.25,3,0.3,1.0042516534285528,0.7071067811865476,0.0017581770689080387,0.003004788848199307
1.25,18,0.05,0.3,3,0.3,1.3036461156183252,0.7071067811865476,0.080343146799717,0.1615215883668929
-1.25,3,0.07,0.3,2,0.4,0.8593710919709302,1.1547005383792517,0.10024581899936005,0.11416392705386347
1,12,0.01,0.15,1,-0.2,1.035248004772712,0.2886751345948129,0.011114307799625234,0.011230955546359446
-0.5,6,0.001,0.25,4.5,0.2,0.9987760048225159,1.8371173070873836,0.0013189249800652611,0.0034506984786017996
-1,0.5,0.04,0.15,4,-0.2,0.9721119840328972,5.65685424949238,0.06824672170130815,0.18499591627059678
-1.5,2,0.06,0.4,1.5,0.2,0.8804877879303263,1.0606601717798212,0.0882973772206905,0.09649051387687684
0.75,12,0.05,0.2,3.5,0,1.1387188453371866,1.0103629710818451,0.06189434770711769,0.15229740510662268
1.25,1,0.01,0.45,1,0.05,1.0125784515406344,1.0,0.012682938389304616,0.013118342672518024
0.5,6,0.08,0.3,0.1,0.2,1.1029402735494027,0.040824829046386304,0.07785865084262222,0.07785967635253568
1.5,6,0.06,0.4,0.1,-0.25,1.246642673665771,0.040824829046386304,0.055281332818615164,0.055261111378879096
-1.5,24,0.08,0.05,5,-0.15,0.5555050726461198,1.0206207261596576,0.11421807581389005,0.7697761169719036
-1.25,4,0.05,0.3,0.1,0,0.8824969025845955,0.05,0.0523866888277915,0.05239877365824608
-1,1.5,0.06,0.45,4.5,0.1,0.9291503688530943,3.6742346141747673,0.08807189776754085,0.31673669954563144
-0.75,5,0.07,0.05,2,-0.05,0.8892351490575113,0.8944271909999159,0.09842733809543984,0.12398335148446384
-0.25,16,0.03,0.1,0.1,0.4,0.9704455335485082,0.025,0.030290481680120544,0.030297153865632045
1.5,30,0.04,0.1,1.5,-0.2,1.3890687165449251,0.27386127875258304,0.05030069520570264,0.05749087677338779
1.75,14,0.001,0.35,1,-0.4,1.0065693847937542,0.2672612419124244,0.0011643996974644909,0.001158816005895644
-1.5,9,0.01,0.45,1,0.15,0.9559974818331,0.3333333333333333,0.01256498443599624,0.01289176027409747
-0.25,27,0.02,0.5,0.1,-0.4,0.9743538339368839,0.019245008972987525,0.020235697269413908,0.0202362746897093
1.25,7,0.001,0.5,2.5,-0.15,1.0033126639225487,0.944911182523068,0.0016655229168300219,0.0023804605879289412
1.75,3,0.04,0.45,4.5,0.4,1.1288998298120805,2.598076211353316,0.08234119560874853,0.28873451196814737
0.75,5,0.05,0.4,0.1,0.15,1.087468533833636,0.044721359549995794,0.04914551530500975,0.04913597764194791
1,14,0.01,0.05,3,0.3,1.0381253866832776,0.8017837257372732,0.01716240762091969,0.02979428340939427
0.75,24,0.01,0.15,0.1,0.4,1.0374256896685892,0.020412414523193152,0.010005616526469429,0.0100093539113341
-1.25,16,0.001,0.4,3,0.3,0.9950124791926823,0.75,0.0016875194674983026,0.0026826865753737873
1.75,0.5,0.01,0.45,3,0.3,1.0124512479543573,4.242640687119285,0.021712642344366543,0.04018298299696396
1.25,0.5,0.03,0.15,2,-0.25,1.026871194906437,2.82842712474619,0.044137419659748454,0.05286660057409707
-1.5,27,0.02,0.05,2.5,-0.3,0.8556579509741647,0.4811252243246881,0.038317940171235056,0.06115179763535048
-0.25,24,0.08,0.25,1.5,0.2,0.9066674089086186,0.3061862178478973,0.08951575401550244,0.09712302960384091
-1.25,21,0.08,0.2,2,0.4,0.6323845722534289,0.4364357804719848,0.11234712029809187,0.1417329147849978
-1,9,0.02,0.2,5,0,0.9417645335842487,1.6666666666666667,0.028953106977316585,0.13469864462078962
0.75,0.5,0.06,0.45,0.5,-0.4,1.032331467733642,0.7071067811865475,0.057255339249389185,0.05709221326611939
-0.25,2,0.04,0.3,1.5,0,0.985957394633712,1.0606601717798212,0.04682349321190988,0.04880516601153704
-0.25,1,0.04,0.2,2,0,0.9900498337491681,2.0,0.049600313144268014,0.05562373572492838
1,16,0.06,0.15,0.5,0.3,1.2712491503214047,0.125,0.06139797995678707,0.061680810367319705
-0.5,18,0.05,0.4,5,0,0.8993652725587741,1.1785113019775793,0.048144480536413084,0.23825732827499851
0,8,0.06,0.5,1.5,0.15,1.0,0.5303300858899106,0.06839959128702958,0.07117469074638055
1.5,21,0.08,0.45,0.5,0.1,1.7330954435500556,0.1091089451179962,0.07952361444189833,0.07998063937725353
-0.25,1,0.08,0.3,1,0.4,0.9801986733067553,1.0,0.08283073812855372,0.08236092754762832
1.5,16,0.03,0.3,3,0.1,1.1972173631218102,0.75,0.052927977056385175,0.10700365881196149
0.25,30,0.01,0.35,1,-0.4,1.0137872433147417,0.18257418583505536,0.010167477414970153,0.010132114169508542
-0.5,9,0.08,0.35,4,0.3,0.8869204367171575,1.3333333333333333,0.08223154966087082,0.2164791794823302
1.5,8,0.02,0.4,0.1,0.2,1.0885568343000434,0.035355339059327376,0.019859243849683177,0.019882991204564278
-1.25,1,0.07,0.1,0.1,-0.15,0.9162188716508776,0.1,0.07369062122152019,0.0736838277520676
-0.5,14,0.07,0.2,0.5,0.15,0.8772546108220851,0.1336306209562122,0.0748328891955599,0.07480276065240092
-1,30,0.08,0.45,2,-0.3,0.645210895408222,0.3651483716701107,0.11285986816210776,0.16609829266106393
-0.5,14,0.02,0.3,0.1,-0.3,0.9632747766576782,0.02672612419124244,0.02041119740284731,0.02043366399193447
-1,14,0.04,0.1,1.5,0.3,0.8609952465039711,0.4008918628686366,0.05135424248285123,0.05385826573518523
1.75,7,0.09,0.3,3.5,-0.2,1.5169562065507003,1.3228756555322951,0.1319271971528761,0.37564836517371714
