Strike,Tenor,Alpha,Beta,Nu,Rho,Strike_0,Nu_0,FDM_vol,Hagan_vol
0,18,0.07,0.25,0.1,0.1,1.0,0.023570226039551587,0.07021491073403434,0.07021515454543764
0,1,0.04,0.45,5,-0.05,1.0,5.0,0.03907685271389934,0.12297664000000001
0.75,21,0.06,0.05,2,0.1,1.2290185281615844,0.4364357804719848,0.07349374576724176,0.09709078031333758
-0.75,9,0.09,0.2,3.5,0.2,0.8166864825981108,1.1666666666666667,0.1081209282595538,0.26449503040914885
-1.75,5,0.001,0.5,1.5,-0.15,0.9960945273125318,0.6708203932499369,0.0016796191291798177,0.001933543233497375
1.75,1.5,0.08,0.2,5,0.15,1.1870417432119493,4.08248290463863,0.14203616673934855,0.7510057249515443
-1.25,0.5,0.03,0.4,3.5,0,0.973831971293259,4.949747468305833,0.05549168413297741,0.12199572980298842
-1.25,1,0.03,0.15,2,0.4,0.9631944177208218,2.0,0.04215922783491564,0.047675561954379164
-1,5,0.07,0.5,4,-0.05,0.8551103462554631,1.7888543819998317,0.09861584115236251,0.32205636692123735
-0.75,5,0.001,0.2,0.1,0.3,0.998324354481087,0.044721359549995794,0.0010107174144617507,0.0009909714172770545
0.75,1,0.04,0.4,2.5,-0.25,1.030454533953517,2.5,0.054181531510630015,0.07091868453652007
0,12,0.08,0.2,2.5,-0.3,1.0,0.7216878364870323,0.07986983860586949,0.11537412227903363
1.75,10,0.04,0.001,5,0.25,1.247771844356069,1.5811388300841895,0.06895221093404218,0.36329596261201763
1.75,5,0.03,0.45,3,0.4,1.1245619351190592,1.3416407864998738,0.06436010672144492,0.11702573391344397
-1.75,6,0.001,0.1,2.5,-0.25,0.9957225673364517,1.0206207261596576,0.0020636571902852966,0.003203149046558747
0.75,27,0.02,0.25,5,0.25,1.0810602649256935,0.9622504486493763,0.025232665586297713,0.11446721998458548
0.75,27,0.08,0.001,4,0.05,1.365839346283942,0.769800358919501,0.07803518681633614,0.28871741780233146
1.25,2,0.02,0.5,2.5,0.25,1.0359877703222138,1.7677669529663687,0.03608677728327765,0.05374776209044592
-2,18,0.05,0.1,4,-0.25,0.6542510918525355,0.9428090415820635,0.09673909498033206,0.36504359485536375
-0.25,5,0.07,0.4,4,0.35,0.9616245457253724,1.7888543819998317,0.06906881965845485,0.14734124176367347
-1.25,2,0.04,0.05,1,0,0.9317314234233945,0.7071067811865475,0.05148865447386591,0.05302090014936332
1.75,1,0.06,0.25,2.5,0.35,1.1107106103557052,2.5,0.12287263848998434,0.18823050154817828
-1.5,1.5,0.04,0.25,0.5,0.35,0.9291503688530943,0.4082482904638631,0.040265289479671604,0.04014567193409039
-0.5,10,0.08,0.2,2,0.2,0.8811819863828458,0.6324555320336759,0.0966516577851773,0.11620278695908612
-2,24,0.02,0.15,4,0.35,0.8220457903770683,0.8164965809277261,0.0386539511908187,0.10881553608103732
-0.75,3,0.01,0.05,3,-0.15,0.9870936297722136,1.7320508075688774,0.01581145728896529,0.026514674774829924
1.75,18,0.05,0.5,0.1,-0.35,1.4495179604937782,0.023570226039551587,0.04422103182231888,0.04423112569419061
-1,7,0.07,0.001,0.5,0.05,0.8309359260149801,0.1889822365046136,0.08004664156296652,0.08013410912482002
0.5,4,0.02,0.4,3.5,-0.3,1.0202013400267558,1.75,0.024761124936256797,0.04322378908580948
0.75,14,0.001,0.2,1.5,-0.35,1.0028101842258599,0.4008918628686366,0.0011333390226220574,0.0011577350432352414
-1.5,3,0.001,0.5,4.5,0.2,0.9974052958677084,2.598076211353316,0.0019450004739102397,0.006233751291129985
1.5,9,0.06,0.05,4,-0.4,1.3099644507332473,1.3333333333333333,0.07644268584666489,0.23529206114014217
1.75,10,0.03,0.35,1,0.35,1.1805962142166484,0.31622776601683794,0.04373934016996907,0.04595766300618007
-0.75,30,0.05,0.001,4.5,0.15,0.8143248132753955,0.8215838362577491,0.05468033790850318,0.22794118193675486
-1.25,14,0.05,0.4,3,0.25,0.7914776902941871,0.8017837257372732,0.07748787880934216,0.14571090930775243
1,24,0.09,0.25,4,-0.15,1.5541179558045422,0.8164965809277261,0.0893448101712329,0.3420103599945983
-2,4,0.06,0.45,5,0.15,0.7866278610665535,2.5,0.11132341075775046,0.5888696874890404
1.5,12,0.06,0.3,5,-0.25,1.365839346283942,1.4433756729740645,0.07595418234936793,0.4189361405457044
0.25,18,0.01,0.15,3,-0.05,1.0106630511200447,0.7071067811865476,0.012679500302706861,0.018553438673223305
-1.5,27,0.06,0.5,2,-0.4,0.6264704215046705,0.3849001794597505,0.1018593404194237,0.1460536084715939
1.75,2,0.06,0.15,1,-0.05,1.1600840090017304,0.7071067811865475,0.07746769102715434,0.0806940578163575
-0.5,30,0.001,0.4,1,-0.3,0.9972651337915507,0.18257418583505536,0.0011525127726399044,0.00118392108234645
1,3,0.09,0.5,0.5,-0.35,1.1686912964012104,0.2886751345948129,0.08375135947869589,0.08357690539614715
-1.5,16,0.08,0.25,1.5,0.4,0.6187833918061408,0.375,0.11421156884209403,0.1236433043204942
-1,7,0.07,0.35,0.1,0.05,0.8309359260149801,0.03779644730092272,0.07435482700858338,0.07435129732067375
0.25,1,0.06,0.05,3,0.15,1.015113064615719,3.0,0.07598103494165011,0.11597711592705615
1.25,3,0.001,0.2,3.5,-0.4,1.0021674089518329,2.0207259421636903,0.0016496286803616787,0.002990323779417541
1,0.5,0.07,0.1,5,-0.35,1.0507429387525293,7.071067811865475,0.08984647200692893,0.35051923525880346
-1.75,1,0.04,0.05,0.5,0.05,0.9323938199059483,0.5,0.045605090495754834,0.04575917043195954
1.5,14,0.01,0.05,3,0.25,1.0577297444756157,0.8017837257372732,0.01979265011625771,0.03664029714124414
0,16,0.03,0.5,4.5,0.05,1.0,1.125,0.02753222642240739,0.08054090625
-1,30,0.01,0.25,1.5,0.4,0.9467007290508975,0.27386127875258304,0.011863462706708077,0.012105439642140196
-0.5,8,0.05,0.45,0.5,0,0.9317314234233945,0.17677669529663687,0.05251380929930978,0.05256691497904102
1.5,1,0.02,0.35,5,-0.1,1.030454533953517,5.0,0.03705942966058999,0.16262695440706176
1.5,3,0.02,0.5,0.5,-0.4,1.0533352138471728,0.2886751345948129,0.018939821820995018,0.018870447254626773
1,4,0.02,0.1,3.5,-0.15,1.0408107741923882,1.75,0.03134179431164994,0.06607514427941034
1.5,21,0.01,0.05,1.5,0.1,1.0711562102706806,0.3273268353539886,0.015396661865472712,0.017498867627080864
-1.5,27,0.08,0.1,1,0.25,0.5360443972106077,0.19245008972987526,0.11575945159851624,0.12020967941001691
0.75,27,0.01,0.45,1.5,-0.25,1.0397404796032967,0.28867513459481287,0.011682840578625588,0.012206208499570567
1.25,16,0.09,0.45,1,-0.35,1.5683121854901687,0.25,0.0859575974637946,0.08848503876694265
2,12,0.02,0.1,2,-0.1,1.1486232653094688,0.5773502691896258,0.036118278816849765,0.047458138608708574
-1.5,1.5,0.09,0.2,2.5,0.35,0.8476049965744562,2.041241452319315,0.14980014424435134,0.21016488681656623
-0.75,1,0.06,0.25,1.5,0.35,0.9559974818331,1.5,0.06948427116117799,0.07063920494605137
1.75,3,0.02,0.05,0.1,-0.3,1.0624969787308012,0.05773502691896258,0.01903957758403446,0.019015636048125395
-1.5,27,0.08,0.4,2,0.3,0.5360443972106077,0.3849001794597505,0.12250844699945146,0.16804577637969756
2,18,0.001,0.25,0.1,-0.05,1.0085213834139821,0.023570226039551587,0.0010165727356997738,0.0009993200384396527
-1.25,9,0.001,0.2,4,0.4,0.996257022469171,1.3333333333333333,0.0016902266823887863,0.0036768057881483257
2,1,0.02,0.35,2.5,-0.15,1.0408107741923882,2.5,0.03990762853858056,0.06112965210577573
-2,27,0.03,0.05,1,-0.15,0.7321505290653061,0.19245008972987526,0.049502798683562596,0.05192334271246543
-1.5,27,0.01,0.25,3,-0.1,0.9250178111659065,0.5773502691896257,0.019548064049629683,0.03710158664486398
-0.25,0.5,0.07,0.45,1.5,0.35,0.9877018789995915,2.1213203435596424,0.07715485513162863,0.07765516445896871
0.25,6,0.08,0.35,2,-0.1,1.0502096331444513,0.8164965809277261,0.08967114081880302,0.10610536729022611
1.75,4,0.07,0.5,4,0.3,1.2776213132048866,2.0,0.1346373644657927,0.4289131128425418
0.5,6,0.09,0.35,2.5,-0.1,1.1165315372463829,1.0206207261596576,0.10213968545909352,0.15191833476737265
0.25,27,0.08,0.15,5,-0.1,1.1095150727304695,0.9622504486493763,0.05348605318539005,0.2711368961096569
0.5,18,0.04,0.4,0.1,-0.35,1.0885568343000434,0.023570226039551587,0.038674251541045805,0.03867450139779913
0.25,4,0.03,0.1,3.5,-0.4,1.015113064615719,1.75,0.031509945211024064,0.050237373618163404
-0.25,4,0.001,0.4,0.1,0.35,0.9995001249791693,0.05,0.0009955310747327387,0.0009965454125032164
-1.75,12,0.07,0.45,3,-0.4,0.6541932722571537,0.8660254037844387,0.1291965958003826,0.28289828710013504
-0.5,8,0.05,0.5,0.1,-0.2,0.9317314234233945,0.035355339059327376,0.051191306038241194,0.05119077439115269
-2,16,0.02,0.05,2,-0.3,0.8521437889662113,0.5,0.04229812167252332,0.05616543626619114
1.75,5,0.08,0.45,4.5,0,1.3675892480626421,2.0124611797498106,0.12966799859589517,0.5941910014538163
-1.75,24,0.07,0.15,1.5,0.3,0.5487430460705305,0.3061862178478973,0.11199810615485549,0.12806448335302315
-0.25,8,0.03,0.15,2,-0.3,0.9790102139759748,0.7071067811865475,0.037450841489384726,0.04294235615146818
2,21,0.06,0.05,3,0.05,1.7330954435500556,0.6546536707079772,0.09817105544000207,0.22994460213203954
0.25,10,0.04,0.05,2.5,0,1.0321280889960358,0.7905694150420948,0.04718443877428972,0.06358629740450432
-0.5,30,0.09,0.45,2.5,-0.25,0.7815507821469736,0.45643546458763845,0.09964147180990633,0.17584612230399194
-0.25,14,0.03,0.1,2.5,0.3,0.9723276621006989,0.6681531047810609,0.03510660395642636,0.0428273494403452
1,18,0.03,0.15,3,0.4,1.1357340938828906,0.7071067811865476,0.0479736038674883,0.08620463422100473
0.75,4,0.05,0.5,1.5,0.35,1.0778841508846315,0.75,0.06787016103754726,0.07393887566661657
2,4,0.05,0.4,0.1,0.3,1.2214027581601699,0.05,0.048875437016822884,0.048894162823139596
-0.25,1.5,0.01,0.3,1.5,0.2,0.9969428205410212,1.2247448713915892,0.011321954998625868,0.011610439043488987
1,24,0.03,0.2,2,-0.4,1.1583185000645588,0.4082482904638631,0.03501593420478021,0.04132679100106648
0,8,0.07,0.05,4,0.1,1.0,1.414213562373095,0.06312092371061293,0.16210581563122295
1.25,24,0.07,0.5,0.5,0.4,1.5352000602960605,0.10206207261596577,0.07548530614604225,0.07589740740543205
-0.5,16,0.09,0.001,2,-0.3,0.835270211411272,0.5,0.11229461884823007,0.15471770946743182
1,30,0.09,0.2,4.5,-0.05,1.6371391564238702,0.8215838362577491,0.08706275335385791,0.44124621545683673
1.75,30,0.09,0.5,0.1,0.3,2.369462243846948,0.018257418583505537,0.07508808331372936,0.07505968595673924
0.25,16,0.09,0.001,3,0.3,1.0941742837052104,0.75,0.0906450018568137,0.16770741579722456
1.25,30,0.05,0.25,4,0.4,1.408220144920826,0.7302967433402214,0.07439358229171211,0.23444317911528154
0,10,0.08,0.45,4,-0.3,1.0,1.2649110640673518,0.06396978934251314,0.16959899210161453
-1.25,8,0.02,0.45,1,-0.05,0.9317314234233945,0.35355339059327373,0.02581712973647994,0.026676426851691797
-0.25,14,0.09,0.5,3,0.15,0.9192590708345295,0.8017837257372732,0.09185084677634664,0.16537729309576468
1.75,9,0.03,0.25,3,0.1,1.1705807579816938,1.0,0.058207023048310984,0.11705476808362025
-0.5,2,0.04,0.5,0.1,0.2,0.9721119840328972,0.07071067811865475,0.040138634503461966,0.04013773190055085
-2,18,0.01,0.001,5,0.35,0.91864748673689,1.1785113019775793,0.019651513073818228,0.08060359442045897
-1,1,0.08,0.4,1.5,-0.05,0.9231163463866358,1.5,0.11195085779595747,0.1233726128104278
0.25,4,0.09,0.35,5,0.15,1.046027859908717,2.5,0.07886185646611163,0.3380206211035344
-0.5,12,0.07,0.3,2,0.05,0.885818186513911,0.5773502691896258,0.0867625636670381,0.10789829783087743
-1.75,24,0.06,0.45,0.5,0,0.5978634796559493,0.10206207261596577,0.0759778589795845,0.07632923052894586
1.25,6,0.01,0.1,0.5,-0.3,1.0310921927909442,0.20412414523193154,0.00974416562033923,0.009749636168486108
-0.5,6,0.01,0.35,0.5,-0.15,0.9878272460350745,0.20412414523193154,0.01053064099732009,0.01052780621195234
2,10,0.09,0.05,3.5,-0.1,1.7668706347014536,1.1067971810589328,0.13635337084782903,0.41529766756385256
-1.5,16,0.01,0.05,5,0.05,0.9417645335842487,1.25,0.017961507987265805,0.0845268826183093
-0.75,12,0.09,0.5,5,-0.2,0.7914988449168264,1.4433756729740645,0.09388146511850692,0.5332487069707827
-1.25,2,0.01,0.001,4.5,-0.25,0.9824776638130482,3.181980515339464,0.0189563663532453,0.063539731246788
-1.25,27,0.01,0.001,0.1,0,0.9371125324548676,0.019245008972987525,0.01037402185420966,0.01036291309244694
-1.25,10,0.06,0.5,0.5,0.15,0.7888565204764935,0.15811388300841897,0.06584703396725003,0.06586834734097576
0.5,5,0.01,0.15,0.5,0.4,1.0112430734637468,0.22360679774997896,0.010682069148457662,0.010690159574436343
2,24,0.09,0.4,3,0.1,2.4152826205540885,0.6123724356957946,0.14119676570367087,0.3498598716717919
-0.75,27,0.09,0.3,5,0.2,0.7041666102532156,0.9622504486493763,0.08618950301266799,0.48687500136152534
0.25,12,0.05,0.1,3,0,1.0442524495983352,0.8660254037844387,0.05444460823053394,0.09314271864731209
1.75,12,0.02,0.4,0.1,0.3,1.1288998298120805,0.02886751345948129,0.019925344997473088,0.01991072920979482
1.5,14,0.01,0.25,0.5,0.35,1.0577297444756157,0.1336306209562122,0.011739888997970451,0.011830719405282273
0,2,0.05,0.1,1,-0.2,1.0,0.7071067811865475,0.05361130166869167,0.053907426497137007
-2,4,0.001,0.45,2,0.15,0.9960079893439915,1.0,0.0018621462678733488,0.002383621724741794
-0.5,27,0.04,0.25,1,-0.3,0.9012946507694055,0.19245008972987526,0.04762532575001883,0.04885049880103149
-0.25,18,0.001,0.05,3.5,0.35,0.9989399021293991,0.8249579113843055,0.0011796606469839537,0.0017830912675440872
2,9,0.06,0.05,2.5,0.35,1.4333294145603401,0.8333333333333334,0.11549482940624523,0.19058861774824828
0.5,24,0.05,0.2,4.5,0.15,1.1302902827674572,0.9185586535436918,0.049614170553700765,0.19640812742738728
1.25,7,0.05,0.4,0.1,-0.15,1.179817135958118,0.03779644730092272,0.047253099773610925,0.047267231324510786
0,5,0.09,0.3,1.5,0,1.0,0.6708203932499369,0.10126550063600724,0.10694941875
0,18,0.05,0.25,3.5,0.3,1.0,0.8249579113843055,0.04955264245239563,0.09489983427939719
-1.25,5,0.06,0.05,4.5,-0.25,0.8456031677196145,2.0124611797498106,0.09317969401915549,0.39233998401673303
-1,7,0.09,0.15,0.5,-0.2,0.7881099897247309,0.1889822365046136,0.10844928367404345,0.1088383100680787
1,12,0.01,0.001,5,0.2,1.035248004772712,1.4433756729740645,0.01553946438036953,0.06770660241246039
0.5,12,0.001,0.3,3.5,-0.25,1.0017335516739694,1.0103629710818451,0.001324549738339688,0.0022795308328194546
-1.75,12,0.04,0.5,3.5,-0.1,0.7846738595587941,1.0103629710818451,0.07581715143124777,0.20621239345006856
-1.25,4,0.09,0.3,3.5,0.1,0.7985162187593771,1.75,0.13999525776571162,0.36189939024146367
0,8,0.05,0.4,2,0.4,1.0,0.7071067811865475,0.05851437023492201,0.0632473520916159
1.25,2,0.02,0.001,2.5,0.4,1.0359877703222138,1.7677669529663687,0.03630486191088948,0.052928378058887046
0.5,4,0.03,0.2,0.1,-0.4,1.030454533953517,0.05,0.02936885674786401,0.02936917953422344
1.75,3,0.03,0.4,4,0.4,1.0951952604285007,2.3094010767585034,0.06457633156085896,0.17777438428369519
0.5,1.5,0.09,0.3,0.5,-0.3,1.0566605591420468,0.4082482904638631,0.08736389920760533,0.08726035552224526
-1,2,0.05,0.1,3.5,-0.4,0.9317314234233945,2.4748737341529163,0.08197558784120018,0.1821615450132143
0,18,0.02,0.001,4,0.15,1.0,0.9428090415820635,0.020657197341761843,0.04577290923110789
0.25,18,0.02,0.45,0.5,-0.2,1.0214398028992784,0.11785113019775793,0.020050245126993334,0.02005274779802655
-0.75,0.5,0.06,0.001,0.1,-0.1,0.968681117698929,0.1414213562373095,0.06127210228267281,0.06129262163576317
1.25,12,0.001,0.2,1.5,-0.25,1.0043395155652302,0.43301270189221935,0.0013010095715714632,0.001417992766209594
1.5,21,0.001,0.2,3,0.1,1.0068975427672606,0.6546536707079772,0.0019943374148230575,0.0036597784457570435
0.5,30,0.07,0.45,5,0,1.2113105772221808,0.9128709291752769,0.057875196695566934,0.3181091897875321
-1.25,5,0.01,0.05,5,0.4,0.9724361611375049,2.23606797749979,0.016031819763058897,0.054511873451807295
1.25,1,0.001,0.1,4.5,0.05,1.0012507815756226,4.5,0.0018613627770450655,0.006313917786572305
1.5,1,0.001,0.45,0.1,-0.3,1.001501125562711,0.1,0.0009681720936695039,0.0009812119927327188
1.75,9,0.09,0.4,0.5,-0.1,1.6039991828515145,0.16666666666666666,0.08678867146611,0.08715531778046254
-1,21,0.08,0.4,0.5,-0.05,0.6930826272931547,0.1091089451179962,0.0945852934639997,0.09492936271851707
0,21,0.02,0.25,1,0.1,1.0,0.2182178902359924,0.02153398557236831,0.02165706060590406
-0.25,14,0.04,0.3,3,0.1,0.9632747766576782,0.8017837257372732,0.045747744910223646,0.07403956718867168
-2,10,0.02,0.001,0.1,-0.15,0.8811819863828458,0.03162277660168379,0.0217273750818469,0.021727263862011275
1.5,1.5,0.08,0.001,1.5,-0.3,1.1583185000645588,1.2247448713915892,0.10433712724278582,0.11307026146505589
-1.25,1,0.07,0.2,4,0.15,0.9162188716508776,4.0,0.11603813750588121,0.33266415730740273
-0.5,21,0.07,0.001,4,0.35,0.8518113904901969,0.8728715609439696,0.0667545199757752,0.18152517311572028
0.5,6,0.04,0.3,5,0.3,1.0502096331444513,2.041241452319315,0.04560412440298371,0.18718830032142392
-1,1,0.01,0.4,1.5,0.25,0.9900498337491681,1.5,0.012546717283387835,0.013243495007490705
0.75,16,0.08,0.25,0.5,-0.15,1.2712491503214047,0.125,0.07428613371945643,0.07432034807279143
0.25,24,0.02,0.1,2,0.3,1.0247973619913604,0.4082482904638631,0.024744106446207406,0.028200049712743678
-1.75,2,0.02,0.05,2.5,-0.35,0.9517075614966561,1.7677669529663687,0.04234713383182977,0.06444941959034346
1.5,7,0.09,0.5,3,0.15,1.429288012598052,1.1338934190276817,0.148501724233967,0.3214428283392493
1.75,4,0.09,0.1,2.5,0.15,1.3702593109569967,1.25,0.15709648046112484,0.26742616038852535
0,7,0.06,0.15,0.1,0.25,1.0,0.03779644730092272,0.06011024510648842,0.060099759410674844
1.25,3,0.03,0.1,5,0.15,1.0671077009080137,2.886751345948129,0.04894175165615284,0.23121731739793056
-1,9,0.06,0.35,2,-0.35,0.835270211411272,0.6666666666666666,0.09246308492204758,0.12205264121477268
-2,14,0.05,0.45,0.5,-0.3,0.6878628968941384,0.1336306209562122,0.06750687884356793,0.06805313757234993
-1.5,21,0.06,0.35,1,0.1,0.6620383378604779,0.2182178902359924,0.08351788858963413,0.0864555410774192
1.25,30,0.08,0.2,5,-0.3,1.7293101253499221,0.9128709291752769,0.07501805020984159,0.4495578494820399
1.25,14,0.07,0.1,2,0.15,1.3873494015756942,0.5345224838248488,0.09928204411945417,0.13653229766180855
-0.5,24,0.06,0.4,1,0,0.8633204079398413,0.20412414523193154,0.06895782067600796,0.07043989177019591
-0.5,3,0.04,0.05,3,0.2,0.9659521152320881,1.7320508075688774,0.05208035326386644,0.07980872439831696
-0.5,18,0.08,0.25,4,-0.25,0.8439132048880045,0.9428090415820635,0.0806562640852009,0.27496757733635563
0.25,24,0.001,0.3,0.5,-0.15,1.0012254951776716,0.10206207261596577,0.000994876840733073,0.0010127205269872654
-0.25,24,0.04,0.35,4,0.05,0.9521908468939505,0.8164965809277261,0.038790338349374676,0.1054233082182925
-1.75,7,0.09,0.1,1.5,0.05,0.6592148116614582,0.5669467095138409,0.1545225776745383,0.18035615648422776
-1,0.5,0.09,0.05,2.5,-0.4,0.9383431077864463,3.5355339059327373,0.15265851858097382,0.22092339997785662
2,7,0.01,0.05,4,-0.05,1.0543400500546978,1.5118578920369088,0.021946900172748345,0.06542602525476307
-1,5,0.04,0.2,3,-0.25,0.914440643607217,1.3416407864998738,0.0653073460587218,0.12274641796793177
-1.75,1.5,0.09,0.3,0.1,-0.2,0.8245666385670546,0.08164965809277261,0.09828165782171233,0.09825873368276909
0.75,16,0.07,0.15,2.5,-0.4,1.2336780599567432,0.625,0.06886765319744527,0.10255581525947938
0.25,21,0.09,0.5,1,-0.1,1.1086110806597527,0.2182178902359924,0.09210627698630566,0.09442819976543913
-1.5,18,0.001,0.3,1,-0.15,0.993656246080841,0.23570226039551587,0.001352932999195238,0.0014316481102939716
1.75,10,0.05,0.45,0.1,0.1,1.3187697510963194,0.03162277660168379,0.04704728890072092,0.04705015537682368
2,6,0.09,0.3,4.5,-0.1,1.5541179558045422,1.8371173070873836,0.14215936251071545,0.6819735395237408
-1,1,0.01,0.25,2.5,0.15,0.9900498337491681,2.5,0.015491956709846664,0.021503269401069933
-1.5,1.5,0.03,0.5,1.5,-0.1,0.9463777098029927,1.2247448713915892,0.04754140875269838,0.05391856579609244
0.5,5,0.01,0.2,4.5,0.15,1.0112430734637468,2.0124611797498106,0.013618766678983454,0.04020153477190142
0,7,0.05,0.4,0.1,0.25,1.0,0.03779644730092272,0.050073640912133885,0.05006742136236082
-1.5,4,0.07,0.2,1.5,0.35,0.8105842459701871,0.75,0.0990531829338241,0.10510945179301202
1.25,30,0.01,0.1,3.5,-0.1,1.0708634864273328,0.6390096504226938,0.01670589772625567,0.0382136861828535
-2,30,0.04,0.4,0.1,0.05,0.645210895408222,0.018257418583505537,0.04561475142917251,0.045607755850092906
-0.25,10,0.08,0.001,4.5,-0.25,0.9387129414165152,1.4230249470757705,0.06894785797989948,0.2609302072684317
0.25,24,0.02,0.25,2.5,-0.2,1.0247973619913604,0.5103103630798288,0.02315631549270899,0.029530600230935528
1.75,21,0.09,0.2,4,0.35,2.058043289546194,0.8728715609439696,0.13816096448205403,0.49219741182002347
0.25,3,0.001,0.3,5,0,1.0004331064654253,2.886751345948129,0.0012075045956791918,0.0036786531811500026
-0.25,21,0.03,0.45,1,0,0.9662145985706891,0.2182178902359924,0.032836267812575336,0.03314527095376515
0.75,1.5,0.08,0.1,1.5,0.05,1.0762520615843478,1.2247448713915892,0.10095396145112255,0.10956581591558667
0.75,18,0.01,0.35,4.5,-0.35,1.032331467733642,1.0606601717798214,0.012250847434321288,0.03533850734184085
-0.5,16,0.08,0.1,3,0.3,0.8521437889662113,0.75,0.08691580861933658,0.15406262576744104
2,9,0.03,0.35,1,-0.05,1.1972173631218102,0.3333333333333333,0.04063773807984404,0.04255187942611491
0,18,0.05,0.1,1,0.1,1.0,0.23570226039551587,0.05377510369128922,0.05420662067096116
-1,1,0.03,0.3,3.5,0.1,0.9704455335485082,3.5,0.05005440136977822,0.10363797215131577
-1.25,3,0.06,0.001,0.5,0.15,0.8781798984839752,0.2886751345948129,0.06606680154351859,0.06609031051573659
-2,1,0.001,0.2,4.5,0.4,0.9980019986673331,4.5,0.0021103791727532474,0.006118213667307995
0.75,10,0.07,0.05,3.5,0.3,1.1805962142166484,1.1067971810589328,0.08929182212491568,0.21686510749000446
0.5,8,0.001,0.001,2.5,-0.35,1.0014152140339443,0.8838834764831843,0.0012182033200441888,0.0014607932962537372
1.5,1.5,0.04,0.001,4.5,-0.35,1.0762520615843478,3.6742346141747673,0.0637354615051315,0.21224116438029947
-0.75,4,0.01,0.35,2.5,0.25,0.9851119396030626,1.25,0.013916568049293388,0.01793152990819163
0,18,0.05,0.1,1,0.15,1.0,0.23570226039551587,0.05374425753773087,0.05414175392310842
-1.75,24,0.04,0.05,4,0.35,0.7096889070935598,0.8164965809277261,0.06681651509289191,0.2046235900807539
1.75,1,0.001,0.1,0.1,-0.1,1.0017515321436201,0.1,0.0010032781441036284,0.000996378635746029
-1,4,0.03,0.1,3.5,-0.05,0.9417645335842487,1.75,0.04885575615862411,0.11115600687404137
1.5,10,0.01,0.4,0.5,-0.3,1.0485771656689211,0.15811388300841897,0.009844854820036423,0.009841113485800178
0.5,12,0.06,0.001,2,-0.2,1.1095150727304692,0.5773502691896258,0.06591292802411258,0.07967367684185113
1.75,9,0.01,0.1,0.5,0.35,1.0539025620785374,0.16666666666666666,0.01206345151440531,0.012170987396194698
-0.75,27,0.07,0.2,5,0.25,0.7612465422321688,0.9622504486493763,0.06915399020792345,0.3572664944369786
-1.5,8,0.09,0.1,1,0.3,0.6826058571896485,0.35355339059327373,0.11944472125315483,0.12084537782111891
-1,3,0.06,0.05,5,0.15,0.9012946507694056,2.886751345948129,0.07995743467786004,0.37744107012798744
-1.75,4,0.06,0.2,0.1,0.35,0.8105842459701871,0.05,0.06369845690529571,0.06367811622114204
1.75,21,0.03,0.4,2,-0.05,1.2719933335510127,0.4364357804719848,0.05002796072026629,0.067340496279465
0.25,8,0.08,0.1,3,-0.4,1.0581991439239848,1.0606601717798212,0.07175572884458069,0.11499958237091243
-0.75,21,0.09,0.4,4,0.3,0.7339430371736908,0.8728715609439696,0.0955528010379782,0.30167260699170156
1.5,30,0.04,0.2,1,0.3,1.3890687165449251,0.18257418583505536,0.05197910836245779,0.05449115920653231
-0.25,27,0.03,0.001,2,0.2,0.9617784626232314,0.3849001794597505,0.035168764836267505,0.039835316394336254
-1.5,24,0.01,0.15,1.5,0.15,0.9291503688530943,0.3061862178478973,0.01487834292353677,0.016422745176592254
-0.75,1.5,0.07,0.5,1,-0.2,0.9377244787984355,0.8164965809277261,0.08483022320498486,0.08716651157948106
1,1.5,0.001,0.2,2.5,0.1,1.0012254951776716,2.041241452319315,0.0016366404252861945,0.002381174856032348
-1,3,0.06,0.15,5,-0.05,0.9012946507694056,2.886751345948129,0.08197222379966454,0.41342526025111087
0.5,6,0.01,0.15,4.5,0.05,1.0123227558399348,1.8371173070873836,0.013287395456837133,0.039533977463675284
-1,10,0.06,0.35,3.5,-0.35,0.8271769343606887,1.1067971810589328,0.08709226723627915,0.2235552824431956
0.25,12,0.04,0.1,1.5,0.25,1.035248004772712,0.43301270189221935,0.04669504408999735,0.04921557864905513
-0.75,9,0.01,0.25,4.5,0.05,0.9777512371933363,1.5,0.014495813453554992,0.04618613605285065
-0.25,6,0.01,0.1,2,-0.1,0.9938949874282869,0.8164965809277261,0.012519583839747415,0.014133250116743145
0.5,2,0.01,0.2,1,-0.2,1.0070961268417447,0.7071067811865475,0.010607281116877271,0.010660271399449694
-2,8,0.06,0.25,4.5,-0.2,0.7121894973843429,1.590990257669732,0.11389123822757657,0.5317268293704248
-1.25,1.5,0.09,0.1,0.1,0,0.8712870453581419,0.08164965809277261,0.09604378131593616,0.09603928552435845
-1.5,9,0.07,0.05,0.5,0.2,0.7297888742690568,0.16666666666666666,0.08314898082578315,0.08310487686511184
1.25,14,0.01,0.2,5,0.25,1.0478817204198922,1.3363062095621219,0.01725504777751123,0.07637550891093173
0,2,0.01,0.45,3,0.25,1.0,2.1213203435596424,0.012406243477947637,0.016808832635265857
0.75,21,0.03,0.1,3,-0.4,1.1086110806597527,0.6546536707079772,0.03341518179468067,0.054882552393318906
0.5,12,0.03,0.35,5,0,1.0533352138471728,1.4433756729740645,0.031402955483989366,0.13906354933546877
